product_id,seller_id,price_band,items,gmv,avg_price,avg_review,freight_ratio,months_active,velocity,score,reason
2f2155ee7545c9ca31ac68685224bc4a,739c7d7be81f63812dea0d1b1451c651,中价带(25-50),1,27.6,27.6,3.0,1.901,1,1.0,0.2429,综合分末位15%
1c27515baa5bece76d41e2353efcdd8e,c6381d2d013342748761e906d45aff76,中高价带(50-100),3,237.0,79.0,2.33,0.312,4,0.75,0.2421,差评硬规则(均分<3.0且销量≥3)
2b25ef4ad1788c0699dff628cdbbfbd0,1f867308a0ce13133a4e639ff4de0c02,中价带(25-50),2,55.0,27.5,2.5,0.395,4,0.5,0.2417,综合分末位15%
5b15ec157adf95b76075f045c18ba7c0,7722b1df1b0e383e000397b2c11e3e19,中价带(25-50),2,79.8,39.9,2.0,0.208,1,2.0,0.2414,综合分末位15%
4cb1a2850af275025f76f015e0cc79cf,ca3bd7cd9f149df75950150d010fe4a2,中价带(25-50),6,178.5,29.75,1.0,0.558,1,6.0,0.241,差评硬规则(均分<3.0且销量≥3)
e4176515d2055eb7771645c597f8b40c,8b28d096634035667e8263d57ba3368c,中价带(25-50),4,139.6,34.9,2.5,0.441,10,0.4,0.241,差评硬规则(均分<3.0且销量≥3)
5d983d66e379e5200d979878175c7af4,95e03ca3d4146e4011985981aeb959b9,中价带(25-50),2,76.0,38.0,2.0,0.242,1,2.0,0.2405,综合分末位15%
fc64f94fa41c3384cce3defbe89db72f,4830e40640734fc1c52cd21127c341d4,中高价带(50-100),3,179.97,59.99,1.67,0.236,1,3.0,0.2397,差评硬规则(均分<3.0且销量≥3)
1dddcf66e6d46f1b94005221d92c6eca,f43827dd686be3a4a80e00aa299990fb,中价带(25-50),2,95.54,47.77,2.0,0.316,1,2.0,0.2391,综合分末位15%
99e28f7c171b6945dc991d1178ffedfe,7daca0837f033a41a6f3428c18657533,高价带(100+),2,559.98,279.99,2.0,0.109,2,1.0,0.2391,综合分末位15%
20a5aefe5c61d9047acc46a0970e4908,f3da5b2ff499efb8d4a6d371d175d7dd,中高价带(50-100),2,117.8,58.9,2.25,0.293,2,1.0,0.2388,综合分末位15%
c8327011b01e4666db6770ebb8a86fa9,d94a40fd42351c259927028d163af842,高价带(100+),3,447.0,149.0,2.0,0.361,2,1.5,0.2384,差评硬规则(均分<3.0且销量≥3)
c770c3d5ab511e88a96d387bdb0b6ce0,e06f09ec0a4aca210779cf1cfc63cf19,中高价带(50-100),2,110.0,55.0,2.0,0.38,1,2.0,0.2379,综合分末位15%
5742ee1a5d941486111ab986f6611735,99a54764c341d5dc80b4a8fac4eba3fb,中价带(25-50),2,79.6,39.8,3.0,1.847,4,0.5,0.237,综合分末位15%
0124d1581f26143e988b8e1a4b7adab7,ca3bd7cd9f149df75950150d010fe4a2,低价带(<25),2,48.6,24.3,2.0,0.451,1,2.0,0.2345,综合分末位15%
fdbf9f9491572857107621c9e0c5d59c,a49928bcdf77c55c6d6e05e09a9b4ca5,低价带(<25),3,57.0,19.0,2.33,0.406,5,0.6,0.2326,差评硬规则(均分<3.0且销量≥3)
830814a623453adb6e343fb0260e3810,f9903dd0f812c7e771fcad47b6fff231,高价带(100+),1,289.99,289.99,2.0,0.098,1,1.0,0.2325,综合分末位15%
2852bc2e54973155081dc04bff585ac4,ed8cb7b190ceb6067227478e48cf8dde,低价带(<25),2,49.98,24.99,2.0,0.551,1,2.0,0.232,综合分末位15%
b5661cf46c147805adc83695fb04f487,c6381d2d013342748761e906d45aff76,中高价带(50-100),4,276.0,69.0,2.0,0.37,3,1.333,0.231,差评硬规则(均分<3.0且销量≥3)
f201c94e7d8aa11b6ab049d69730309d,ca3bd7cd9f149df75950150d010fe4a2,高价带(100+),4,677.6,169.4,1.0,0.122,1,4.0,0.2305,差评硬规则(均分<3.0且销量≥3)
a233e06dacf6de1293acf72ab6e9fe52,cc63f0dd2acba93ffed4fe9f8e0321fa,高价带(100+),1,199.9,199.9,2.0,0.099,1,1.0,0.2302,综合分末位15%
724d8701e060e57764e2a0d4a4c0bb0d,cc5a78bbad32776dc4e3af205218368c,低价带(<25),2,11.7,5.85,3.0,3.116,1,2.0,0.229,综合分末位15%
2a7835ac39ba7753ece75242d290f044,8ff1a9df749e454105c55cda13e79143,高价带(100+),1,149.9,149.9,2.0,0.102,1,1.0,0.2288,综合分末位15%
aaea62612b84679ddf91cbdda1183e7e,556a6409838156ea299c9d1f9e2dde43,高价带(100+),1,157.9,157.9,2.0,0.122,1,1.0,0.2285,综合分末位15%
674be5e777bdff41cf05194fa4e8b64d,688756f717c462a206ad854c5027a64a,高价带(100+),1,123.0,123.0,2.0,0.107,1,1.0,0.228,综合分末位15%
a52dba3d501f168fc53246f8f8798249,7b7f91e98f8c6def45a1407923304402,低价带(<25),5,124.45,24.89,1.8,0.647,2,2.5,0.2276,差评硬规则(均分<3.0且销量≥3)
df42f27d852d49828f9f9fcbf29820d3,8e6cc767478edae941d9bd9eb778d77a,低价带(<25),2,46.06,23.03,2.0,0.729,1,2.0,0.2274,综合分末位15%
ecf23a6c1689e2bed38171ececac6138,5b179e9e8cc7ab6fd113a46ca584da81,高价带(100+),7,889.3,127.04,1.57,0.12,5,1.4,0.2272,差评硬规则(均分<3.0且销量≥3)
6cdedcaa72a7ac7fd354bc71adb02ddf,59b22a78efb79a4797979612b885db36,高价带(100+),3,469.0,156.33,2.0,0.499,3,1.0,0.227,差评硬规则(均分<3.0且销量≥3)
4cfda9c405b4bc926663d2c0d1ddc832,0be8ff43f22e456b4e0371b2245e4d01,中高价带(50-100),1,79.9,79.9,2.0,0.117,1,1.0,0.2266,综合分末位15%
9d91da41ef1f568f2a03332a42ca5fa8,53e4c6e0f4312d4d2107a8c9cddf45cd,高价带(100+),1,199.0,199.0,2.0,0.242,1,1.0,0.2265,综合分末位15%
f522a110bd19cb7c8b5778828768f342,11305281b50fff20ae8bb473f8e11876,高价带(100+),1,119.9,119.9,2.0,0.174,1,1.0,0.2262,综合分末位15%
fbb4594a7d9aff5d02ae898ee494b935,276677b5d08786d5dce7c2149dcce48b,中高价带(50-100),2,109.8,54.9,2.0,0.169,2,1.0,0.2261,综合分末位15%
01a9707790aab6855a6438b92c4c396b,23d7c96d4a1160db1c726b248601b25a,中高价带(50-100),1,89.9,89.9,2.0,0.158,1,1.0,0.2259,综合分末位15%
a1e247b4cedaed462f50049a633345da,5cbbd5a299cab112b7bf23862255e43e,中高价带(50-100),1,60.0,60.0,2.0,0.131,1,1.0,0.2258,综合分末位15%
98b60cfeeb9f910672c471ffc94541c2,8e6cc767478edae941d9bd9eb778d77a,高价带(100+),1,106.5,106.5,2.0,0.199,1,1.0,0.2253,综合分末位15%
75b317dc3a4d186a05953668cb82ec66,b64d51f0435e884e8de603b1655155ae,低价带(<25),1,20.4,20.4,2.0,0.121,1,1.0,0.225,综合分末位15%
96e7e4dc5b1964302aa4e183c428f925,3078096983cf766a32a06257648502d1,高价带(100+),1,169.79,169.79,2.0,0.293,1,1.0,0.2245,综合分末位15%
dc4a245b2972be4b4735dc079693d185,5cbbd5a299cab112b7bf23862255e43e,中高价带(50-100),1,98.67,98.67,2.0,0.236,1,1.0,0.2241,综合分末位15%
3d8ecfb459a62c886e330583bdbb3acd,7a241947449cc45dbfda4f9d0798d9d0,中高价带(50-100),1,69.0,69.0,2.0,0.206,1,1.0,0.2241,综合分末位15%
68baff1f2dbcb2df8581897b10150905,b19f3ca2ea475913750f25a5c37c8d8f,高价带(100+),1,199.99,199.99,2.0,0.339,1,1.0,0.2241,综合分末位15%
881223d7f9d9b37d73991a890b510ec6,c68fb906c8f4b4b946d8386bfa6e5467,中高价带(50-100),1,69.88,69.88,2.0,0.209,1,1.0,0.2241,综合分末位15%
e25503c7eef89bea2baa2f73beb8883b,688756f717c462a206ad854c5027a64a,中高价带(50-100),1,96.0,96.0,2.0,0.244,1,1.0,0.2239,综合分末位15%
47a67549d9b00310453dec1c3902e391,7722b1df1b0e383e000397b2c11e3e19,中高价带(50-100),1,69.9,69.9,2.0,0.254,1,1.0,0.2229,综合分末位15%
67386fbc7551e00d4ec499bdfb317683,6219ba2359cfb97f2e38fd4c321eb309,中价带(25-50),1,49.9,49.9,2.0,0.256,1,1.0,0.2224,综合分末位15%
8e1446d14972eb9ba34dd6273315f419,8b28d096634035667e8263d57ba3368c,中价带(25-50),5,164.19,32.84,1.8,0.366,3,1.667,0.2214,差评硬规则(均分<3.0且销量≥3)
6503fb999235a191e5256051244c627c,53e4c6e0f4312d4d2107a8c9cddf45cd,中高价带(50-100),1,82.0,82.0,2.0,0.331,1,1.0,0.2213,综合分末位15%
6fc29f9edcdf5b8a70c15131501620e7,0bfd0b434243adc5c2e1aa6baf19c6aa,低价带(<25),1,23.9,23.9,2.0,0.295,1,1.0,0.2207,综合分末位15%
49b92145c5462c320ff0b22ea9e240f3,0be8ff43f22e456b4e0371b2245e4d01,中价带(25-50),1,39.9,39.9,2.0,0.321,1,1.0,0.2205,综合分末位15%
04f9876e5833ccf6df7934aaebd19faf,8e6cc767478edae941d9bd9eb778d77a,中高价带(50-100),1,54.32,54.32,2.0,0.344,1,1.0,0.2203,综合分末位15%
75cd6bf033fa32fbdb357d28b65798b1,ca3bd7cd9f149df75950150d010fe4a2,中价带(25-50),1,49.8,49.8,2.0,0.337,1,1.0,0.2203,综合分末位15%
70c7b93c42de2f3b28534c09b69a9537,ca3bd7cd9f149df75950150d010fe4a2,中高价带(50-100),1,64.9,64.9,2.0,0.356,1,1.0,0.2202,综合分末位15%
adc48fd26eea311ca6856b58dfc3ca21,98dac6635aee4995d501a3972e047414,低价带(<25),10,53.0,5.3,2.6,2.007,8,1.25,0.2201,差评硬规则(均分<3.0且销量≥3)
c8e7965a98acecf61c4cebbaf5c08c53,099095b050cfe8eb1ddff5317587e96e,中高价带(50-100),4,357.98,89.5,1.5,0.145,2,2.0,0.2189,差评硬规则(均分<3.0且销量≥3)
5991a1ee2f6e00dd22dccb1550e20f64,f3da5b2ff499efb8d4a6d371d175d7dd,低价带(<25),1,19.9,19.9,2.0,0.372,1,1.0,0.2187,综合分末位15%
b2fb9a4023836f0368a7979f189de258,cc5a78bbad32776dc4e3af205218368c,中高价带(50-100),1,55.23,55.23,2.0,0.416,1,1.0,0.2185,综合分末位15%
aa4c5e610242fdfd79969a9577dfe112,53e4c6e0f4312d4d2107a8c9cddf45cd,中高价带(50-100),2,140.99,70.5,2.0,0.193,4,0.5,0.2178,综合分末位15%
866698de88814bef4b451bd37459723c,53e4c6e0f4312d4d2107a8c9cddf45cd,中价带(25-50),4,199.96,49.99,1.0,0.187,1,4.0,0.2167,差评硬规则(均分<3.0且销量≥3)
2cce627260aeb5a7d459a788e458bd5d,1da3aeb70d7989d1e6d9b0e887f97c23,低价带(<25),5,44.95,8.99,1.8,1.031,2,2.5,0.2159,差评硬规则(均分<3.0且销量≥3)
ff40459ce8252a72f01615a9aca8b877,ca3bd7cd9f149df75950150d010fe4a2,中高价带(50-100),4,231.2,57.8,1.0,0.288,1,4.0,0.2149,差评硬规则(均分<3.0且销量≥3)
0e1fa2aadc04afbf8fb30200aeba06a2,7a241947449cc45dbfda4f9d0798d9d0,高价带(100+),10,1290.0,129.0,1.0,0.385,4,2.5,0.214,差评硬规则(均分<3.0且销量≥3)
5a3f2f6e363dcc2277ba8df88f3a078c,3be634553519fb6536a03e1358e9fdc7,中高价带(50-100),1,93.9,93.9,2.0,0.636,1,1.0,0.2139,综合分末位15%
41e153b95adc3c7f781b583292f312cd,fffd5413c0700ac820c7069d66d98c89,中价带(25-50),3,119.4,39.8,2.0,0.532,4,0.75,0.2129,差评硬规则(均分<3.0且销量≥3)
532d7f19b8005e415f5b98a1cf4a8690,6d988d6174a2c27441597174f8905515,低价带(<25),3,56.85,18.95,2.0,0.693,3,1.0,0.2116,差评硬规则(均分<3.0且销量≥3)
93e27ca75901cf1b9d641cd11dd9f6e5,06579cb253ecd5a3a12a9e6eb6bf8f47,中价带(25-50),4,183.6,45.9,1.0,0.383,1,4.0,0.2113,差评硬规则(均分<3.0且销量≥3)
831dceec53695bea375b42e2c602e913,55bb6fe5bebe5012e2d7d9928e1128ff,低价带(<25),1,24.0,24.0,2.0,0.671,1,1.0,0.2113,综合分末位15%
5315eb668c882a11354fcd9c4d27e254,0bae85eb84b9fb3bd773911e89288d54,中价带(25-50),1,27.95,27.95,2.0,0.691,1,1.0,0.2109,综合分末位15%
5a17789f1d9b487c6f42da9212059dcf,0adac9fbd9a2b63cccaac4f8756c1ca8,中价带(25-50),2,91.01,45.51,2.0,0.195,18,0.111,0.2098,综合分末位15%
13a58c8c026b664e412003b4cbdc30a3,98dac6635aee4995d501a3972e047414,低价带(<25),6,57.6,9.6,1.0,1.678,1,6.0,0.2097,差评硬规则(均分<3.0且销量≥3)
8da00e3b81d03ddb331afbb120621c92,e333046ce6517bd8bb510291d44f0130,中价带(25-50),1,25.0,25.0,2.0,0.775,1,1.0,0.2087,综合分末位15%
d34761aaa1f96394cd795fd65e9b68e2,4992e76a42cb3aad7a7047e0d3d7e729,中价带(25-50),2,50.0,25.0,2.0,0.519,4,0.5,0.2072,综合分末位15%
19ae99a380c31edb46ed9e7dc1e9931c,febab0275244b9a49a623f0bd613ca2f,高价带(100+),1,117.8,117.8,2.0,1.034,1,1.0,0.2045,综合分末位15%
233284251960ee2c45f3bc9e68731630,8e6cc767478edae941d9bd9eb778d77a,低价带(<25),2,46.76,23.38,2.0,0.762,3,0.667,0.2039,综合分末位15%
bdeac558883a62ab1a048c8f3a0cdf3c,1fbe10c70e30765ed1de86d9f7e98409,低价带(<25),5,30.75,6.15,1.0,1.202,1,5.0,0.2039,差评硬规则(均分<3.0且销量≥3)
b12ba6fb4716c6732dc00c5f84466dc8,5b35136197710e16ac5e7b7c2bd4ea85,高价带(100+),2,449.8,224.9,1.5,0.166,2,1.0,0.2036,综合分末位15%
140568dfbaaf1a45e378cb87a346c91e,ca3bd7cd9f149df75950150d010fe4a2,中价带(25-50),4,119.6,29.9,1.0,0.646,1,4.0,0.2031,差评硬规则(均分<3.0且销量≥3)
27e90baf9d996277a5299e5d828be218,c7b7db6c8f3c64a7cc1afa634db21d50,高价带(100+),1,1489.0,1489.0,1.0,0.015,1,1.0,0.2028,综合分末位15%
54d2c5fad57672a4137d94c034827a13,c6381d2d013342748761e906d45aff76,中高价带(50-100),3,207.0,69.0,1.0,0.177,1,3.0,0.2,差评硬规则(均分<3.0且销量≥3)
b944369f7fdafc891e06b47a372f7c45,5b35136197710e16ac5e7b7c2bd4ea85,高价带(100+),1,1395.0,1395.0,1.0,0.042,1,1.0,0.1997,综合分末位15%
c77780d5086829345e6632976fb648a0,95e03ca3d4146e4011985981aeb959b9,中价带(25-50),3,114.0,38.0,1.67,0.418,3,1.0,0.1993,差评硬规则(均分<3.0且销量≥3)
f152b09d0630df240acc7c63009e814d,99a54764c341d5dc80b4a8fac4eba3fb,高价带(100+),2,312.0,156.0,1.5,0.262,2,1.0,0.1977,综合分末位15%
9a4b54310a69c82a6773791c9099e109,7040e82f899a04d1b434b795a43b4617,低价带(<25),6,35.4,5.9,2.33,1.777,10,0.6,0.1975,差评硬规则(均分<3.0且销量≥3)
87590844d536e6b92ecf707a50b1c2c5,c679fb69a36e1d8349e8c50a217b4d58,中高价带(50-100),3,224.94,74.98,1.0,0.31,1,3.0,0.1972,差评硬规则(均分<3.0且销量≥3)
4e8b71eebba5605faf020d7e2a5067c9,98dac6635aee4995d501a3972e047414,低价带(<25),5,60.45,12.09,1.0,1.508,1,5.0,0.1969,差评硬规则(均分<3.0且销量≥3)
1ecbc86db1d81121dcf8790e2fa31ddd,3092c0b297aacfb4bb6e056ebe13b9b8,低价带(<25),1,9.9,9.9,2.0,1.244,1,1.0,0.1965,综合分末位15%
3d4609bbecb3db49babe621f46b1b8fb,fd386aa7bed2af3c7035c65506c9b4a3,低价带(<25),1,16.99,16.99,2.0,1.298,1,1.0,0.1953,综合分末位15%
0dc157babdb4785891879bc375256724,4a1f694197d05fe70026b016a7316b41,中价带(25-50),3,149.97,49.99,1.0,0.326,1,3.0,0.1948,差评硬规则(均分<3.0且销量≥3)
c73d6ef7bae692425ef183569ae8f96e,3078096983cf766a32a06257648502d1,高价带(100+),2,719.98,359.99,1.0,0.266,1,2.0,0.1938,综合分末位15%
bcc964ed123bd73528eefd98c8ce6726,daeb5653dd96c1b11860f72209795012,低价带(<25),1,10.9,10.9,2.0,1.397,1,1.0,0.1927,综合分末位15%
0ad9bbfebaadb488b2fe87504b871c88,2ec6e37d992a95eaddb3369dcbcc76d9,中高价带(50-100),2,159.8,79.9,1.5,0.151,3,0.667,0.1909,综合分末位15%
68076570f98ff29f0b1a09085bd85037,cd06602b43d8800bd0afad514919d35c,低价带(<25),1,7.29,7.29,2.0,1.503,1,1.0,0.1899,综合分末位15%
371fa349d92646bbeea5873df0bcdc5a,f3da5b2ff499efb8d4a6d371d175d7dd,低价带(<25),3,73.86,24.62,1.0,0.5,1,3.0,0.1885,差评硬规则(均分<3.0且销量≥3)
ea74c867ca62f47d2c6bb8f14bdd34df,955fee9216a65b617aa5c0531780ce60,高价带(100+),2,340.0,170.0,1.0,0.114,1,2.0,0.188,综合分末位15%
b204c5ce3709a53db7964aa290f4c4fc,556a6409838156ea299c9d1f9e2dde43,高价带(100+),1,898.0,898.0,1.0,0.033,1,1.0,0.1872,综合分末位15%
970694629024df557d9b71b3088a488d,e504a4e2efaa45cbff7e268a2c58c956,中高价带(50-100),2,199.8,99.9,1.5,0.359,3,0.667,0.1867,综合分末位15%
318fda70a35e94c586339fe51eafbe7d,98dac6635aee4995d501a3972e047414,低价带(<25),3,67.98,22.66,1.0,0.628,1,3.0,0.1851,差评硬规则(均分<3.0且销量≥3)
9cf02957cdf023b6b8dfebede6c64755,98dac6635aee4995d501a3972e047414,低价带(<25),1,5.31,5.31,2.0,1.759,1,1.0,0.1834,综合分末位15%
047c9a28e0da299843d9f67d99959442,2aa3443d7bf9d9bb11133f420d75e083,中高价带(50-100),2,199.8,99.9,1.0,0.167,1,2.0,0.183,综合分末位15%
525d023cea7235fd59133983cc5269bf,0791d9fc1e30678ecf03d3e55fa108d3,中高价带(50-100),2,164.0,82.0,1.0,0.188,1,2.0,0.1816,综合分末位15%
ff95ac47246ef13e48712ea1ff8df0d9,53e4c6e0f4312d4d2107a8c9cddf45cd,中高价带(50-100),2,142.0,71.0,1.0,0.19,1,2.0,0.181,综合分末位15%
29e322a868c120531516ca05238032f2,70eea00b476a314817cefde4aad4f89a,中高价带(50-100),2,136.0,68.0,1.0,0.19,1,2.0,0.1808,综合分末位15%
8043608c406d413f7f645257cdc33f73,0791d9fc1e30678ecf03d3e55fa108d3,中高价带(50-100),2,144.0,72.0,1.0,0.214,1,2.0,0.1804,综合分末位15%
9b7852df1a77c9a80cf5151803db4282,0791d9fc1e30678ecf03d3e55fa108d3,中高价带(50-100),2,144.0,72.0,1.0,0.214,1,2.0,0.1804,综合分末位15%
61107c91091400f4c4523ed7b461a20e,b32be1695eb7ec5f10f72d9610a12527,高价带(100+),1,699.0,699.0,1.0,0.123,1,1.0,0.1798,综合分末位15%
021d39ee869e87d5288f4e731df4a90e,fffd5413c0700ac820c7069d66d98c89,高价带(100+),1,636.0,636.0,1.0,0.085,1,1.0,0.1792,综合分末位15%
62995b7e571f5760017991632bbfd311,98dac6635aee4995d501a3972e047414,低价带(<25),6,31.86,5.31,1.0,2.868,1,6.0,0.179,差评硬规则(均分<3.0且销量≥3)
47a67549d9b00310453dec1c3902e391,7722b1df1b0e383e000397b2c11e3e19,中价带(25-50),2,99.8,49.9,1.0,0.255,1,2.0,0.1783,综合分末位15%
a2cc1ca6628697fcdaa51066d6aa3014,ed4311e67debd72b8610a5347a743087,中高价带(50-100),2,120.0,60.0,1.0,0.278,1,2.0,0.1782,综合分末位15%
887dba291adc295b57b5778ebc8b4060,98dac6635aee4995d501a3972e047414,低价带(<25),3,58.64,19.55,1.67,0.893,6,0.5,0.1774,差评硬规则(均分<3.0且销量≥3)
46fd22a153db867285b826a2c62b446b,ceaec5548eefc6e23e6607c5435102e7,高价带(100+),1,515.0,515.0,1.0,0.059,1,1.0,0.1767,综合分末位15%
fdad06d08341796c0a7975fcaaba7a2e,b33aaadd1a8891d2dfef0c4c3bdf0371,中高价带(50-100),2,110.0,55.0,1.0,0.352,1,2.0,0.1761,综合分末位15%
0fd55f5dee013f990c929cd3ad6bfee0,0adac9fbd9a2b63cccaac4f8756c1ca8,高价带(100+),1,409.9,409.9,1.0,0.042,1,1.0,0.1745,综合分末位15%
29781581fb82fe2389560a3a5331d0ee,b64d51f0435e884e8de603b1655155ae,低价带(<25),3,9.18,3.06,3.0,5.958,1,3.0,0.1744,综合分末位15%
abe322c6be89693af3c42ba847966166,febab0275244b9a49a623f0bd613ca2f,高价带(100+),2,235.6,117.8,1.0,0.56,1,2.0,0.1741,综合分末位15%
2ebf71f199b0f3f3331af7d426ad714c,4c18691b6037662be2df78a765d98ab5,中价带(25-50),2,79.9,39.95,1.0,0.405,1,2.0,0.174,综合分末位15%
081476f0ad46b45e23bbd0f3d1d4dd98,32f1bb9dfa65bc7df5c0d9d95a616be4,低价带(<25),2,39.8,19.9,1.0,0.372,1,2.0,0.1738,综合分末位15%
8ab5b652aa203b172a243df4c604ef97,688756f717c462a206ad854c5027a64a,低价带(<25),2,39.98,19.99,1.0,0.37,1,2.0,0.1738,综合分末位15%
e9ece5b909d4feee55f77a610b262367,fdaaf5bfda82b7b80535610c831b8d09,高价带(100+),1,439.9,439.9,1.0,0.118,1,1.0,0.1733,综合分末位15%
ac1ad58efc1ebf66bfadc09f29bdedc0,98dac6635aee4995d501a3972e047414,低价带(<25),6,29.4,4.9,1.0,3.108,1,6.0,0.1729,差评硬规则(均分<3.0且销量≥3)
be021417a6acb56b9b50d3fd2714baa8,f5f46307a4d15880ca14fab4ad9dfc9b,高价带(100+),1,339.0,339.0,1.0,0.051,1,1.0,0.1724,综合分末位15%
63a02e48edbe315a16efcd9c9a389785,8e6cc767478edae941d9bd9eb778d77a,中价带(25-50),2,63.84,31.92,1.0,0.473,1,2.0,0.1718,综合分末位15%
03feb64db1d0ea0aaad178536a2d0640,8e6cc767478edae941d9bd9eb778d77a,高价带(100+),1,371.2,371.2,1.0,0.108,1,1.0,0.1718,综合分末位15%
0573b564a90d2d9f9c460eb963da8c33,f1b93673502375d491780bb49d615dbc,高价带(100+),1,361.98,361.98,1.0,0.132,1,1.0,0.171,综合分末位15%
